Review_ID,Customer_Review,Cleaned_Review,Predicted_Sentiment,Confidence_Score
838,"Does not work, false advertising, very upset customer","Does not work, false advertising, very upset customer",Negative,0.9994
839,"Outstanding quality, arrived quickly, very satisfied customer here","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
840,"Really good value for money, will buy again 👍","Really good value for money, will buy again",Positive,0.9997
841,"<div>Excellent product, exactly as described. 5 stars!</div>","Excellent product, exactly as described. 5 stars!",Positive,0.9999
842,"Worst customer service I've ever dealt with, avoid this seller","Worst customer service I've ever dealt with, avoid this seller",Negative,0.9998
843,"Outstanding quality, arrived quickly, very satisfied customer here","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
844,"It's okay, does the job but nothing special.","It's okay, does the job but nothing special.",Negative,0.9914
845,"Worst customer service I've ever dealt with, avoid this seller","Worst customer service I've ever dealt with, avoid this seller",Negative,0.9998
846,"<span>Best purchase ever, totally worth the price</span>","Best purchase ever, totally worth the price",Positive,0.9999
847,<p>Absolutely love it! Works perfectly and looks great.</p> fr fr,Absolutely love it! Works perfectly and looks great. fr fr,Positive,0.9999
848,"Perfect fit and amazing material, 10/10 would recommend fr fr","Perfect fit and amazing material, 10/10 would recommend fr fr",Positive,0.9998
849,"<div>Excellent product, exactly as described. 5 stars!</div> lol","Excellent product, exactly as described. 5 stars! lol",Positive,0.9998
850,"decent for the price, not amazing but not bad either","decent for the price, not amazing but not bad either",Positive,0.9969
851,"Works fine I guess, no strong feelings either way","Works fine I guess, no strong feelings either way",Neutral,0.6292
852,"great quality, fast shipping, highly recommend!!","great quality, fast shipping, highly recommend!!",Positive,0.9999
853,"Love love LOVE this product, can't recommend enough lol","Love love LOVE this product, can't recommend enough lol",Positive,0.9978
854,"do not buy this, worst purchase ever lol","do not buy this, worst purchase ever lol",Negative,0.9991
855,"Complete waste of money, doesn't work as described at all","Complete waste of money, doesn't work as described at all",Negative,0.9998
856,This exceeded my expectations!! Super happy with it. ,This exceeded my expectations!! Super happy with it.,Positive,0.9999
857,"I regret this purchase so much, total disappointment","I regret this purchase so much, total disappointment",Negative,0.9998
858,"<div>Excellent product, exactly as described. 5 stars!</div>","Excellent product, exactly as described. 5 stars!",Positive,0.9999
859,This product is AMAZING!!! Best purchase I've made this year 😍😍,This product is AMAZING!!! Best purchase I've made this year,Positive,0.9999
860,"Works fine I guess, no strong feelings either way ngl","Works fine I guess, no strong feelings either way ngl",Neutral,0.638
861,"<span>Best purchase ever, totally worth the price</span> ngl","Best purchase ever, totally worth the price ngl",Positive,0.9998
862,"<span>Best purchase ever, totally worth the price</span> tbh","Best purchase ever, totally worth the price tbh",Positive,0.9993
863,<p>Very disappointed. Quality is poor and it stopped working.</p> fr fr,Very disappointed. Quality is poor and it stopped working. fr fr,Negative,0.9998
864,"Poor quality control, item was broken on arrival","Poor quality control, item was broken on arrival",Negative,0.9997
865,"<div>It's an okay product, similar to others I've used.</div>","It's an okay product, similar to others I've used.",Positive,0.9998
866,Super impressed with the build quality and design 😊,Super impressed with the build quality and design,Positive,0.9998
867,"Extremely unhappy with this product, returning it ASAP","Extremely unhappy with this product, returning it ASAP",Negative,0.9993
868,"Perfect fit and amazing material, 10/10 would recommend","Perfect fit and amazing material, 10/10 would recommend",Positive,0.9999
869,"Outstanding quality, arrived quickly, very satisfied customer here fr fr","Outstanding quality, arrived quickly, very satisfied customer here fr fr",Positive,0.9996
870,"Really good value for money, will buy again 👍","Really good value for money, will buy again",Positive,0.9997
871,"<p>Average product, met basic expectations.</p>","Average product, met basic expectations.",Positive,0.9831
872,"Horrible quality, fell apart within a week 😠😠 fr fr","Horrible quality, fell apart within a week fr fr",Negative,0.9998
873,"Perfect fit and amazing material, 10/10 would recommend","Perfect fit and amazing material, 10/10 would recommend",Positive,0.9999
874,"great quality, fast shipping, highly recommend!! ngl","great quality, fast shipping, highly recommend!! ngl",Positive,0.9998
875,"Does not work, false advertising, very upset customer fr fr","Does not work, false advertising, very upset customer fr fr",Negative,0.9996
876,<p>Very disappointed. Quality is poor and it stopped working.</p> lol,Very disappointed. Quality is poor and it stopped working. lol,Negative,0.9998
877,"great quality, fast shipping, highly recommend!! ngl","great quality, fast shipping, highly recommend!! ngl",Positive,0.9998
878,"Pretty average overall, might consider other options next time","Pretty average overall, might consider other options next time",Negative,0.9929
879,"Pretty average overall, might consider other options next time","Pretty average overall, might consider other options next time",Negative,0.9929
880,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
881,<div>Product arrived damaged and seller refused refund.</div>,Product arrived damaged and seller refused refund.,Negative,0.9997
882,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
883,<p>Absolutely love it! Works perfectly and looks great.</p>,Absolutely love it! Works perfectly and looks great.,Positive,0.9999
884,"I regret this purchase so much, total disappointment","I regret this purchase so much, total disappointment",Negative,0.9998
885,"<span>Best purchase ever, totally worth the price</span>","Best purchase ever, totally worth the price",Positive,0.9999
886,<div>Product arrived damaged and seller refused refund.</div>,Product arrived damaged and seller refused refund.,Negative,0.9997
887,"Standard quality, does what it says on the box","Standard quality, does what it says on the box",Positive,0.9946
888,<div>Product arrived damaged and seller refused refund.</div>,Product arrived damaged and seller refused refund.,Negative,0.9997
889,"Horrible quality, fell apart within a week 😠😠","Horrible quality, fell apart within a week",Negative,0.9998
890,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
891,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
892,"I regret this purchase so much, total disappointment","I regret this purchase so much, total disappointment",Negative,0.9998
893,<p>Very disappointed. Quality is poor and it stopped working.</p>,Very disappointed. Quality is poor and it stopped working.,Negative,0.9998
894,"Worst customer service I've ever dealt with, avoid this seller","Worst customer service I've ever dealt with, avoid this seller",Negative,0.9998
895,This product is AMAZING!!! Best purchase I've made this year 😍😍,This product is AMAZING!!! Best purchase I've made this year,Positive,0.9999
896,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
897,"Complete waste of money, doesn't work as described at all","Complete waste of money, doesn't work as described at all",Negative,0.9998
898,"<span>Best purchase ever, totally worth the price</span> ngl","Best purchase ever, totally worth the price ngl",Positive,0.9998
899,"Worst customer service I've ever dealt with, avoid this seller ngl","Worst customer service I've ever dealt with, avoid this seller ngl",Negative,0.9998
900,This product is AMAZING!!! Best purchase I've made this year 😍😍 lol,This product is AMAZING!!! Best purchase I've made this year lol,Positive,0.9998
901,"Works fine I guess, no strong feelings either way","Works fine I guess, no strong feelings either way",Neutral,0.6292
902,"Perfect fit and amazing material, 10/10 would recommend ","Perfect fit and amazing material, 10/10 would recommend",Positive,0.9999
903,"Outstanding quality, arrived quickly, very satisfied customer here","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
904,"Terrible product, broke after 2 days!!! waste of money 😡 ngl","Terrible product, broke after 2 days!!! waste of money ngl",Negative,0.9997
905,"Outstanding quality, arrived quickly, very satisfied customer here lol","Outstanding quality, arrived quickly, very satisfied customer here lol",Positive,0.9996
906,"Extremely unhappy with this product, returning it ASAP","Extremely unhappy with this product, returning it ASAP",Negative,0.9993
907,Super impressed with the build quality and design 😊 fr fr,Super impressed with the build quality and design fr fr,Positive,0.9997
908,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
909,"Love love LOVE this product, can't recommend enough","Love love LOVE this product, can't recommend enough",Positive,0.9984
910,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
911,This exceeded my expectations!! Super happy with it. ngl,This exceeded my expectations!! Super happy with it. ngl,Positive,0.9999
912,"do not buy this, worst purchase ever","do not buy this, worst purchase ever",Negative,0.9992
913,"Worst customer service I've ever dealt with, avoid this seller","Worst customer service I've ever dealt with, avoid this seller",Negative,0.9998
914,"Really good value for money, will buy again 👍","Really good value for money, will buy again",Positive,0.9997
915,"Defective item, had to return it immediately tbh","Defective item, had to return it immediately tbh",Negative,0.9997
916,"<p>Average product, met basic expectations.</p>","Average product, met basic expectations.",Positive,0.9831
917,"I regret this purchase so much, total disappointment","I regret this purchase so much, total disappointment",Negative,0.9998
918,Nothing to complain about but nothing impressive either   ,Nothing to complain about but nothing impressive either,Negative,0.9625
919,"Really good value for money, will buy again 👍","Really good value for money, will buy again",Positive,0.9997
920,Nothing to complain about but nothing impressive either    ngl,Nothing to complain about but nothing impressive either ngl,Negative,0.9851
921,"Perfect fit and amazing material, 10/10 would recommend","Perfect fit and amazing material, 10/10 would recommend",Positive,0.9999
922,<p>Absolutely love it! Works perfectly and looks great.</p>,Absolutely love it! Works perfectly and looks great.,Positive,0.9999
923,"decent for the price, not amazing but not bad either ngl","decent for the price, not amazing but not bad either ngl",Positive,0.9963
924,"Really good value for money, will buy again 👍 tbh","Really good value for money, will buy again tbh",Positive,0.9974
925,"<div>It's an okay product, similar to others I've used.</div>","It's an okay product, similar to others I've used.",Positive,0.9998
926,"Perfect fit and amazing material, 10/10 would recommend","Perfect fit and amazing material, 10/10 would recommend",Positive,0.9999
927,"Standard quality, does what it says on the box","Standard quality, does what it says on the box",Positive,0.9946
928,"Mediocre experience, neither great nor terrible lol","Mediocre experience, neither great nor terrible lol",Negative,0.9984
929,"I regret this purchase so much, total disappointment","I regret this purchase so much, total disappointment",Negative,0.9998
930,"<p>Average product, met basic expectations.</p>","Average product, met basic expectations.",Positive,0.9831
931,this is garbage honestly   never buying again,this is garbage honestly never buying again,Negative,0.9979
932,"<div>Excellent product, exactly as described. 5 stars!</div>","Excellent product, exactly as described. 5 stars!",Positive,0.9999
933,Nothing to complain about but nothing impressive either   ,Nothing to complain about but nothing impressive either,Negative,0.9625
934,<p>Absolutely love it! Works perfectly and looks great.</p> tbh,Absolutely love it! Works perfectly and looks great. tbh,Positive,0.9999
935,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
936,"Mediocre experience, neither great nor terrible lol","Mediocre experience, neither great nor terrible lol",Negative,0.9984
937,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
938,"Does not work, false advertising, very upset customer","Does not work, false advertising, very upset customer",Negative,0.9994
939,"Horrible quality, fell apart within a week 😠😠","Horrible quality, fell apart within a week",Negative,0.9998
940,This exceeded my expectations!! Super happy with it.,This exceeded my expectations!! Super happy with it.,Positive,0.9999
941,"Complete waste of money, doesn't work as described at all","Complete waste of money, doesn't work as described at all",Negative,0.9998
942,"Terrible product, broke after 2 days!!! waste of money 😡","Terrible product, broke after 2 days!!! waste of money",Negative,0.9998
943,I'm so happy with this purchase 🎉 exceeded my expectations,I'm so happy with this purchase exceeded my expectations,Positive,0.9999
944,"Love love LOVE this product, can't recommend enough ngl","Love love LOVE this product, can't recommend enough ngl",Positive,0.998
945,"Worst customer service I've ever dealt with, avoid this seller","Worst customer service I've ever dealt with, avoid this seller",Negative,0.9998
946,Super impressed with the build quality and design 😊,Super impressed with the build quality and design,Positive,0.9998
947,"It's fine, gets the job done without any issues tbh","It's fine, gets the job done without any issues tbh",Positive,0.9997
948,"Extremely unhappy with this product, returning it ASAP","Extremely unhappy with this product, returning it ASAP",Negative,0.9993
949,"Terrible product, broke after 2 days!!! waste of money 😡 fr fr","Terrible product, broke after 2 days!!! waste of money fr fr",Negative,0.9998
950,"<div>Excellent product, exactly as described. 5 stars!</div>","Excellent product, exactly as described. 5 stars!",Positive,0.9999
951,"Horrible quality, fell apart within a week 😠😠 fr fr","Horrible quality, fell apart within a week fr fr",Negative,0.9998
952,"Poor quality control, item was broken on arrival ngl","Poor quality control, item was broken on arrival ngl",Negative,0.9997
953,"I regret this purchase so much, total disappointment tbh","I regret this purchase so much, total disappointment tbh",Negative,0.9997
954,"<p>Average product, met basic expectations.</p>","Average product, met basic expectations.",Positive,0.9831
955,This product is AMAZING!!! Best purchase I've made this year 😍😍 ,This product is AMAZING!!! Best purchase I've made this year,Positive,0.9999
956,Super impressed with the build quality and design 😊,Super impressed with the build quality and design,Positive,0.9998
957,"Works fine I guess, no strong feelings either way","Works fine I guess, no strong feelings either way",Neutral,0.6292
958,"<span>Best purchase ever, totally worth the price</span>","Best purchase ever, totally worth the price",Positive,0.9999
959,"decent for the price, not amazing but not bad either","decent for the price, not amazing but not bad either",Positive,0.9969
960,"<div>Excellent product, exactly as described. 5 stars!</div>","Excellent product, exactly as described. 5 stars!",Positive,0.9999
961,"Horrible quality, fell apart within a week 😠😠 lol","Horrible quality, fell apart within a week lol",Negative,0.9998
962,"Horrible quality, fell apart within a week 😠😠","Horrible quality, fell apart within a week",Negative,0.9998
963,"Complete waste of money, doesn't work as described at all lol","Complete waste of money, doesn't work as described at all lol",Negative,0.9998
964,"Awful experience, customer service was useless too 👎","Awful experience, customer service was useless too",Negative,0.9998
965,"Does not work, false advertising, very upset customer lol","Does not work, false advertising, very upset customer lol",Negative,0.9997
966,"I regret this purchase so much, total disappointment","I regret this purchase so much, total disappointment",Negative,0.9998
967,<p>Very disappointed. Quality is poor and it stopped working.</p>,Very disappointed. Quality is poor and it stopped working.,Negative,0.9998
968,"Defective item, had to return it immediately","Defective item, had to return it immediately",Negative,0.9998
969,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
970,"do not buy this, worst purchase ever tbh","do not buy this, worst purchase ever tbh",Negative,0.999
971,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
972,"<span>Cheaply made, not worth the price at all</span>","Cheaply made, not worth the price at all",Negative,0.9998
973,<div>Product arrived damaged and seller refused refund.</div>,Product arrived damaged and seller refused refund.,Negative,0.9997
974,"Love love LOVE this product, can't recommend enough ngl","Love love LOVE this product, can't recommend enough ngl",Positive,0.998
975,"Really good value for money, will buy again 👍","Really good value for money, will buy again",Positive,0.9997
976,"Works exactly as advertised, no complaints at all!!! tbh","Works exactly as advertised, no complaints at all!!! tbh",Neutral,0.5747
977,"I regret this purchase so much, total disappointment","I regret this purchase so much, total disappointment",Negative,0.9998
978,"Works fine I guess, no strong feelings either way","Works fine I guess, no strong feelings either way",Neutral,0.6292
979,"I regret this purchase so much, total disappointment","I regret this purchase so much, total disappointment",Negative,0.9998
980,"Horrible quality, fell apart within a week 😠😠","Horrible quality, fell apart within a week",Negative,0.9998
981,"great quality, fast shipping, highly recommend!!","great quality, fast shipping, highly recommend!!",Positive,0.9999
982,"Standard quality, does what it says on the box","Standard quality, does what it says on the box",Positive,0.9946
983,"Awful experience, customer service was useless too 👎","Awful experience, customer service was useless too",Negative,0.9998
984,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
985,"Outstanding quality, arrived quickly, very satisfied customer here ","Outstanding quality, arrived quickly, very satisfied customer here",Positive,0.9998
986,"<span>Best purchase ever, totally worth the price</span>","Best purchase ever, totally worth the price",Positive,0.9999
987,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
988,"great quality, fast shipping, highly recommend!!","great quality, fast shipping, highly recommend!!",Positive,0.9999
989,"Works exactly as advertised, no complaints at all!!!","Works exactly as advertised, no complaints at all!!!",Positive,0.9439
990,"<p>Average product, met basic expectations.</p>","Average product, met basic expectations.",Positive,0.9831
991,"<div>Excellent product, exactly as described. 5 stars!</div>","Excellent product, exactly as described. 5 stars!",Positive,0.9999
992,"Extremely unhappy with this product, returning it ASAP","Extremely unhappy with this product, returning it ASAP",Negative,0.9993
993,Super impressed with the build quality and design 😊 tbh,Super impressed with the build quality and design tbh,Positive,0.9994
994,this is garbage honestly   never buying again,this is garbage honestly never buying again,Negative,0.9979
995,"Five stars, no question. Will be buying more from this brand","Five stars, no question. Will be buying more from this brand",Neutral,0.5308
996,"Extremely unhappy with this product, returning it ASAP ","Extremely unhappy with this product, returning it ASAP",Negative,0.9993
997,<div>Product arrived damaged and seller refused refund.</div> lol,Product arrived damaged and seller refused refund. lol,Negative,0.9997
998,<div>Product arrived damaged and seller refused refund.</div>,Product arrived damaged and seller refused refund.,Negative,0.9997
999,"<div>It's an okay product, similar to others I've used.</div> ","It's an okay product, similar to others I've used.",Positive,0.9998
1000,"Outstanding quality, arrived quickly, very satisfied customer here tbh","Outstanding quality, arrived quickly, very satisfied customer here tbh",Positive,0.9995
